orthographe	phonetique
capotèrent	kapOtER
capoté	kapOte
capotée	kapOte
capotées	kapOte
capotés	kapOte
caprice	kapRis
caprices	kapRis
capricieuse	kapRisj2z
capricieusement	kapRisj2z@mA
capricieuses	kapRisj2z
capricieux	kapRisj2
caps	kap
capsule	kapsyl
capsules	kapsyl
capta	kapta
captage	kaptaZ
captages	kaptaZ
captai	kapte
captaient	kaptE
captais	kaptE
captait	kaptE
captant	kaptA
captas	kapta
captasse	kaptas
captassent	kaptas
captasses	kaptas
captassiez	kaptasje
captassions	kaptasjN
capte	kapt
captent	kapt
capter	kapte
captera	kapt@Ra
capterai	kapt@Re
capteraient	kapt@RE
capterais	kapt@RE
capterait	kapt@RE
capteras	kapt@Ra
capterez	kapt@Re
capteriez	kapt@Rje
capterions	kapt@RjN
capterons	kapt@RN
capteront	kapt@RN
captes	kapt
capteur	kapt9R
capteurs	kapt9R
captez	kapte
captieuse	kapsj2z
captieuses	kapsj2z
captieux	kapsj2
captiez	kaptje
captif	kaptif
captifs	kaptif
captions	kaptjN
captiva	kaptiva
captivai	kaptive
captivaient	kaptivE
captivais	kaptivE
captivait	kaptivE
captivant	kaptivA
captivante	kaptivAt
captivantes	kaptivAt
captivants	kaptivA
captivas	kaptiva
captivasse	kaptivas
captivassent	kaptivas
captivasses	kaptivas
captivassiez	kaptivasje
captivassions	kaptivasjN
captive	kaptiv
captivent	kaptiv
captiver	kaptive
captivera	kaptiv@Ra
captiverai	kaptiv@Re
captiveraient	kaptiv@RE
captiverais	kaptiv@RE
captiverait	kaptiv@RE
captiveras	kaptiv@Ra
captiverez	kaptiv@Re
captiveriez	kaptiv@Rje
captiverions	kaptiv@RjN
captiverons	kaptiv@RN
captiveront	kaptiv@RN
captives	kaptiv
captivez	kaptive
captiviez	kaptivje
captivions	kaptivjN
captivité	kaptivite
captivités	kaptivite
captivons	kaptivN
captivâmes	kaptivam
captivât	kaptiva
captivâtes	kaptivat
captivèrent	kaptivER
captivé	kaptive
captivée	kaptive
captivées	kaptive
captivés	kaptive
captons	kaptN
captura	kaptyRa
capturai	kaptyRe
capturaient	kaptyRE
capturais	kaptyRE
capturait	kaptyRE
capturant	kaptyRA
capturas	kaptyRa
capturasse	kaptyRas
capturassent	kaptyRas
capturasses	kaptyRas
capturassiez	kaptyRasje
capturassions	kaptyRasjN
capture	kaptyR
capturent	kaptyR
capturer	kaptyRe
capturera	kaptyR@Ra
capturerai	kaptyR@Re
captureraient	kaptyR@RE
capturerais	kaptyR@RE
capturerait	kaptyR@RE
captureras	kaptyR@Ra
capturerez	kaptyR@Re
captureriez	kaptyR@Rje
capturerions	kaptyR@RjN
capturerons	kaptyR@RN
captureront	kaptyR@RN
captures	kaptyR
capturez	kaptyRe
capturiez	kaptyRje
capturions	kaptyRjN
capturons	kaptyRN
capturâmes	kaptyRam
capturât	kaptyRa
capturâtes	kaptyRat
capturèrent	kaptyRER
capturé	kaptyRe
capturée	kaptyRe
capturées	kaptyRe
capturés	kaptyRe
captâmes	kaptam
captât	kapta
captâtes	kaptat
captèrent	kaptER
capté	kapte
captée	kapte
captées	kapte
captés	kapte
capuche	kapyS
capuches	kapyS
capuchon	kapySN
capuchons	kapySN
capucin	kapyse~
capucine	kapysin
capucines	kapysin
capucins	kapyse~
caqueta	kak@ta
caquetai	kak@te
caquetaient	kak@tE
caquetais	kak@tE
caquetait	kak@tE
caquetant	kak@tA
caquetas	kak@ta
caquetasse	kak@tas
caquetassent	kak@tas
caquetasses	kak@tas
caquetassiez	kak@tasje
caquetassions	kak@tasjN
caqueter	kak@te
caquetez	kak@te
caquetiez	kak@tje
caquetions	kak@tjN
caquetons	kak@tN
caquette	kakEt
caquettent	kakEt
caquettera	kakEt@Ra
caquetterai	kakEt@Re
caquetteraient	kakEt@RE
caquetterais	kakEt@RE
caquetterait	kakEt@RE
caquetteras	kakEt@Ra
caquetterez	kakEt@Re
caquetteriez	kakEt@Rje
caquetterions	kakEt@RjN
caquetterons	kakEt@RN
caquetteront	kakEt@RN
caquettes	kakEt
caquetâmes	kak@tam
caquetât	kak@ta
caquetâtes	kak@tat
caquetèrent	kak@tER
caqueté	kak@te
caquetée	kak@te
caquetées	kak@te
caquetés	kak@te
car	kaR
carabine	kaRabin
carabines	kaRabin
caraco	kaRako
caracola	kaRakOla
caracolai	kaRakOle
caracolaient	kaRakOlE
caracolais	kaRakOlE
caracolait	kaRakOlE
caracolant	kaRakOlA
caracolas	kaRakOla
caracolasse	kaRakOlas
caracolassent	kaRakOlas
caracolasses	kaRakOlas
caracolassiez	kaRakOlasje
caracolassions	kaRakOlasjN
caracole	kaRakOl
caracolent	kaRakOl
caracoler	kaRakOle
caracolera	kaRakOl@Ra
caracolerai	kaRakOl@Re
caracoleraient	kaRakOl@RE
caracolerais	kaRakOl@RE
caracolerait	kaRakOl@RE
caracoleras	kaRakOl@Ra
caracolerez	kaRakOl@Re
caracoleriez	kaRakOl@Rje
caracolerions	kaRakOl@RjN
caracolerons	kaRakOl@RN
caracoleront	kaRakOl@RN
caracoles	kaRakOl
caracolez	kaRakOle
caracoliez	kaRakOlje
caracolions	kaRakOljN
caracolons	kaRakOlN
caracolâmes	kaRakOlam
caracolât	kaRakOla
caracolâtes	kaRakOlat
caracolèrent	kaRakOlER
caracolé	kaRakOle
caracolée	kaRakOle
caracolées	kaRakOle
caracolés	kaRakOle
caracos	kaRako
caractère	kaRaktER
caractères	kaRaktER
caractériel	kaRakteRjEl
caractérielle	kaRakteRjEl
caractérielles	kaRakteRjEl
caractériels	kaRakteRjEl
caractérisa	kaRakteRiza
caractérisai	kaRakteRize
caractérisaient	kaRakteRizE
caractérisais	kaRakteRizE
caractérisait	kaRakteRizE
caractérisant	kaRakteRizA
caractérisas	kaRakteRiza
caractérisasse	kaRakteRizas
caractérisassent	kaRakteRizas
caractérisasses	kaRakteRizas
caractérisassiez	kaRakteRizasje
caractérisassions	kaRakteRizasjN
caractérisation	kaRakteRizasjN
caractérisations	kaRakteRizasjN
caractérise	kaRakteRiz
caractérisent	kaRakteRiz
caractériser	kaRakteRize
caractérisera	kaRakteRiz@Ra
caractériserai	kaRakteRiz@Re
caractériseraient	kaRakteRiz@RE
caractériserais	kaRakteRiz@RE
caractériserait	kaRakteRiz@RE
caractériseras	kaRakteRiz@Ra
caractériserez	kaRakteRiz@Re
caractériseriez	kaRakteRiz@Rje
caractériserions	kaRakteRiz@RjN
caractériserons	kaRakteRiz@RN
caractériseront	kaRakteRiz@RN
caractérises	kaRakteRiz
caractérisez	kaRakteRize
caractérisiez	kaRakteRizje
caractérisions	kaRakteRizjN
caractérisons	kaRakteRizN
caractéristique	kaRakteRistik
caractéristiques	kaRakteRistik
caractérisâmes	kaRakteRizam
caractérisât	kaRakteRiza
caractérisâtes	kaRakteRizat
caractérisèrent	kaRakteRizER
caractérisé	kaRakteRize
caractérisée	kaRakteRize
caractérisées	kaRakteRize
caractérisés	kaRakteRize
carafe	kaRaf
carafes	kaRaf
carambolage	kaRAbOlaZ
carambolages	kaRAbOlaZ
caramel	kaRamEl
caramels	kaRamEl
caramélisa	kaRameliza
caramélisai	kaRamelize
caramélisaient	kaRamelizE
caramélisais	kaRamelizE
caramélisait	kaRamelizE
caramélisant	kaRamelizA
caramélisas	kaRameliza
caramélisasse	kaRamelizas
caramélisassent	kaRamelizas
caramélisasses	kaRamelizas
caramélisassiez	kaRamelizasje
caramélisassions	kaRamelizasjN
caramélise	kaRameliz
caramélisent	kaRameliz
caraméliser	kaRamelize
caramélisera	kaRameliz@Ra
caraméliserai	kaRameliz@Re
caraméliseraient	kaRameliz@RE
caraméliserais	kaRameliz@RE
caraméliserait	kaRameliz@RE
caraméliseras	kaRameliz@Ra
caraméliserez	kaRameliz@Re
caraméliseriez	kaRameliz@Rje
caraméliserions	kaRameliz@RjN
caraméliserons	kaRameliz@RN
caraméliseront	kaRameliz@RN
caramélises	kaRameliz
caramélisez	kaRamelize
caramélisiez	kaRamelizje
caramélisions	kaRamelizjN
caramélisons	kaRamelizN
caramélisâmes	kaRamelizam
caramélisât	kaRameliza
caramélisâtes	kaRamelizat
caramélisèrent	kaRamelizER
caramélisé	kaRamelize
caramélisée	kaRamelize
caramélisées	kaRamelize
caramélisés	kaRamelize
carapace	kaRapas
carapaces	kaRapas
carat	kaRa
carats	kaRa
caravane	kaRavan
caravanes	kaRavan
caravanier	kaRavanje
caravaniers	kaRavanje
caravaning	kaRavanig
caravanings	kaRavanig
caravansérail	kaRavAseRaj
caravansérails	kaRavAseRaj
carbone	kaRbOn
carbones	kaRbOn
carbonique	kaRbOnik
carboniques	kaRbOnik
carbonisa	kaRbOniza
carbonisai	kaRbOnize
carbonisaient	kaRbOnizE
carbonisais	kaRbOnizE
carbonisait	kaRbOnizE
carbonisant	kaRbOnizA
carbonisas	kaRbOniza
carbonisasse	kaRbOnizas
carbonisassent	kaRbOnizas
carbonisasses	kaRbOnizas
carbonisassiez	kaRbOnizasje
carbonisassions	kaRbOnizasjN
carbonise	kaRbOniz
carbonisent	kaRbOniz
carboniser	kaRbOnize
carbonisera	kaRbOniz@Ra
carboniserai	kaRbOniz@Re
carboniseraient	kaRbOniz@RE
carboniserais	kaRbOniz@RE
carboniserait	kaRbOniz@RE
carboniseras	kaRbOniz@Ra
carboniserez	kaRbOniz@Re
carboniseriez	kaRbOniz@Rje
carboniserions	kaRbOniz@RjN
carboniserons	kaRbOniz@RN
carboniseront	kaRbOniz@RN
carbonises	kaRbOniz
carbonisez	kaRbOnize
carbonisiez	kaRbOnizje
carbonisions	kaRbOnizjN
carbonisons	kaRbOnizN
carbonisâmes	kaRbOnizam
carbonisât	kaRbOniza
carbonisâtes	kaRbOnizat
carbonisèrent	kaRbOnizER
carbonisé	kaRbOnize
carbonisée	kaRbOnize
carbonisées	kaRbOnize
carbonisés	kaRbOnize
carburant	kaRbyRA
carburants	kaRbyRA
carburateur	kaRbyRat9R
carburateurs	kaRbyRat9R
carburation	kaRbyRasjN
carburations	kaRbyRasjN
carbure	kaRbyR
carbures	kaRbyR
carcan	kaRkA
carcans	kaRkA
carcasse	kaRkas
carcasses	kaRkas
carcinogène	kaRsinOZEn
carcinogènes	kaRsinOZEn
carcéral	kaRseRal
carcérale	kaRseRal
carcérales	kaRseRal
carcéraux	kaRseRo
carda	kaRda
cardai	kaRde
cardaient	kaRdE
cardais	kaRdE
cardait	kaRdE
cardant	kaRdA
cardas	kaRda
cardasse	kaRdas
cardassent	kaRdas
cardasses	kaRdas
cardassiez	kaRdasje
cardassions	kaRdasjN
carde	kaRd
cardent	kaRd
carder	kaRde
cardera	kaRd@Ra
carderai	kaRd@Re
carderaient	kaRd@RE
carderais	kaRd@RE
carderait	kaRd@RE
carderas	kaRd@Ra
carderez	kaRd@Re
carderiez	kaRd@Rje
carderions	kaRd@RjN
carderons	kaRd@RN
carderont	kaRd@RN
cardes	kaRd
cardez	kaRde
cardiaque	kaRdjak
cardiaques	kaRdjak
cardiez	kaRdje
cardigan	kaRdigA
cardigans	kaRdigA
cardinal	kaRdinal
cardinale	kaRdinal
cardinales	kaRdinal
cardinaux	kaRdino
cardio-pulmonaire	kaRdjopylmonER
cardio-pulmonaires	kaRdjopylmonER
cardio-vasculaire	kaRdjovaskylER
cardio-vasculaires	kaRdjovaskylER
cardiologie	kaRdjOlOZi
cardiologies	kaRdjOlOZi
cardiologue	kaRdjOlOg
cardiologues	kaRdjOlOg
cardions	kaRdjN
cardons	kaRdN
cardâmes	kaRdam
cardât	kaRda
cardâtes	kaRdat
cardèrent	kaRdER
cardé	kaRde
cardée	kaRde
cardées	kaRde
cardés	kaRde
carence	kaRAs
carences	kaRAs
caressa	kaResa
caressai	kaRese
caressaient	kaResE
caressais	kaResE
caressait	kaResE
caressant	kaResA
caressante	kaResAt
caressantes	kaResAt
caressants	kaResA
caressas	kaResa
caressasse	kaResas
caressassent	kaResas
caressasses	kaResas
caressassiez	kaResasje
caressassions	kaResasjN
caresse	kaREs
caressent	kaREs
caresser	kaRese
caressera	kaRes@Ra
caresserai	kaRes@Re
caresseraient	kaRes@RE
caresserais	kaRes@RE
caresserait	kaRes@RE
caresseras	kaRes@Ra
caresserez	kaRes@Re
caresseriez	kaRes@Rje
caresserions	kaRes@RjN
caresserons	kaRes@RN
caresseront	kaRes@RN
caresses	kaREs
caressez	kaRese
caressiez	kaResje
caressions	kaResjN
caressons	kaResN
caressâmes	kaResam
caressât	kaResa
caressâtes	kaResat
caressèrent	kaResER
caressé	kaRese
caressée	kaRese
caressées	kaRese
caressés	kaRese
cargaison	kaRgEzN
cargaisons	kaRgEzN
cargo	kaRgo
cargos	kaRgo
caribou	kaRibu
caribous	kaRibu
caricatura	kaRikatyRa
caricaturai	kaRikatyRe
caricaturaient	kaRikatyRE
caricaturais	kaRikatyRE
caricaturait	kaRikatyRE
caricatural	kaRikatyRal
caricaturale	kaRikatyRal
caricaturalement	kaRikatyRal@mA
caricaturales	kaRikatyRal
caricaturant	kaRikatyRA
caricaturas	kaRikatyRa
caricaturasse	kaRikatyRas
caricaturassent	kaRikatyRas
caricaturasses	kaRikatyRas
caricaturassiez	kaRikatyRasje
caricaturassions	kaRikatyRasjN
caricaturaux	kaRikatyRo
caricature	kaRikatyR
caricaturent	kaRikatyR
caricaturer	kaRikatyRe
caricaturera	kaRikatyR@Ra
caricaturerai	kaRikatyR@Re
caricatureraient	kaRikatyR@RE
caricaturerais	kaRikatyR@RE
caricaturerait	kaRikatyR@RE
caricatureras	kaRikatyR@Ra
caricaturerez	kaRikatyR@Re
caricatureriez	kaRikatyR@Rje
caricaturerions	kaRikatyR@RjN
caricaturerons	kaRikatyR@RN
caricatureront	kaRikatyR@RN
caricatures	kaRikatyR
caricaturez	kaRikatyRe
caricaturiez	kaRikatyRje
caricaturions	kaRikatyRjN
caricaturiste	kaRikatyRist
caricaturistes	kaRikatyRist
caricaturons	kaRikatyRN
caricaturâmes	kaRikatyRam
caricaturât	kaRikatyRa
caricaturâtes	kaRikatyRat
caricaturèrent	kaRikatyRER
caricaturé	kaRikatyRe
caricaturée	kaRikatyRe
caricaturées	kaRikatyRe
caricaturés	kaRikatyRe
carie	kaRi
caries	kaRi
carillon	kaRijN
carillonna	kaRijOna
carillonnai	kaRijOne
carillonnaient	kaRijOnE
carillonnais	kaRijOnE
carillonnait	kaRijOnE
carillonnant	kaRijOnA
carillonnas	kaRijOna
carillonnasse	kaRijOnas
carillonnassent	kaRijOnas
carillonnasses	kaRijOnas
carillonnassiez	kaRijOnasje
carillonnassions	kaRijOnasjN
carillonne	kaRijOn
carillonnent	kaRijOn
carillonner	kaRijOne
carillonnera	kaRijOn@Ra
carillonnerai	kaRijOn@Re
carillonneraient	kaRijOn@RE
carillonnerais	kaRijOn@RE
carillonnerait	kaRijOn@RE
carillonneras	kaRijOn@Ra
carillonnerez	kaRijOn@Re
carillonneriez	kaRijOn@Rje
carillonnerions	kaRijOn@RjN
carillonnerons	kaRijOn@RN
carillonneront	kaRijOn@RN
carillonnes	kaRijOn
carillonnez	kaRijOne
carillonniez	kaRijOnje
carillonnions	kaRijOnjN
carillonnons	kaRijOnN
carillonnâmes	kaRijOnam
carillonnât	kaRijOna
carillonnâtes	kaRijOnat
carillonnèrent	kaRijOnER
carillonné	kaRijOne
carillonnée	kaRijOne
carillonnées	kaRijOne
carillonnés	kaRijOne
carillons	kaRijN
caritatif	kaRitatif
caritatifs	kaRitatif
caritative	kaRitativ
caritatives	kaRitativ
carlingue	kaRle~g
carlingues	kaRle~g
carnage	kaRnaZ
carnages	kaRnaZ
carnassier	kaRnasje
carnassiers	kaRnasje
carnassière	kaRnasjER
carnassières	kaRnasjER
carnation	kaRnasjN
carnations	kaRnasjN
carnaval	kaRnaval
carnavals	kaRnaval
carnet	kaRnE
carnets	kaRnE
carnier	kaRnje
carniers	kaRnje
carnivore	kaRnivOR
carnivores	kaRnivOR
carné	kaRne
carnée	kaRne
carnées	kaRne
carnés	kaRne
carotide	kaROtid
carotides	kaROtid
carotte	kaROt
carottes	kaROt
carpe	kaRp
carpes	kaRp
carpette	kaRpEt
carpettes	kaRpEt
carquois	kaRkwa
carreau	kaRo
carreaux	kaRo
carrefour	kaR@fuR
carrefours	kaR@fuR
carrela	kaR@la
carrelage	kaR@laZ
carrelages	kaR@laZ
carrelai	kaR@le
carrelaient	kaR@lE
carrelais	kaR@lE
carrelait	kaR@lE
carrelant	kaR@lA
carrelas	kaR@la
carrelasse	kaR@las
carrelassent	kaR@las
carrelasses	kaR@las
carrelassiez	kaR@lasje
carrelassions	kaR@lasjN
carreler	kaR@le
carrelet	kaR@lE
carrelets	kaR@lE
carreleur	kaR@l9R
carreleurs	kaR@l9R
carrelez	kaR@le
carreliez	kaR@lje
carrelions	kaR@ljN
carrelle	kaREl
carrellent	kaREl
carrellera	kaREl@Ra
carrellerai	kaREl@Re
carrelleraient	kaREl@RE
carrellerais	kaREl@RE
carrellerait	kaREl@RE
carrelleras	kaREl@Ra
carrellerez	kaREl@Re
carrelleriez	kaREl@Rje
carrellerions	kaREl@RjN
carrellerons	kaREl@RN
carrelleront	kaREl@RN
carrelles	kaREl
carrelons	kaR@lN
carrelâmes	kaR@lam
carrelât	kaR@la
carrelâtes	kaR@lat
carrelèrent	kaR@lER
carrelé	kaR@le
carrelée	kaR@le
carrelées	kaR@le
carrelés	kaR@le
carriole	kaRjol
carrioles	kaRjol
carrière	kaRjER
carrières	kaRjER
carriérisme	kaRjeRism
carriérismes	kaRjeRism
carrossable	kaROsabl
carrossables	kaROsabl
carrosse	kaROs
carrosserie	kaROs@Ri
carrosseries	kaROs@Ri
carrosses	kaROs
carrossier	kaROsje
carrossiers	kaROsje
carrousel	kaRuzEl
carrousels	kaRuzEl
carrure	kaRyR
carrures	kaRyR
carré	kaRe
carrée	kaRe
carrées	kaRe
carrément	kaRemA
carrés	kaRe
cars	kaR
cartable	kaRtabl
cartables	kaRtabl
carte	kaRt
carte-lettre	kaRt@lEtR
carte-réponse	kaRt@RepNs
carte-visa	kaRtviza
cartel	kaRtEl
cartels	kaRtEl
carter	kaRtER
carters	kaRtER
cartes	kaRt
cartes-lettres	kaRt@lEtR
cartes-réponses	kaRt@RepNs
cartes-visa	kaRtviza
cartilage	kaRtilaZ
cartilages	kaRtilaZ
cartilagineuse	kaRtilaZin2z
cartilagineuses	kaRtilaZin2z
cartilagineux	kaRtilaZin2
cartographe	kaRtOgRaf
cartographes	kaRtOgRaf
cartographie	kaRtOgRafi
cartographies	kaRtOgRafi
cartomancien	kaRtOmAsje~
cartomancienne	kaRtOmAsjEn
cartomanciennes	kaRtOmAsjEn
cartomanciens	kaRtOmAsje~
carton	kaRtN
carton-pâte	kaRtNpat
cartonnage	kaRtOnaZ
cartonnages	kaRtOnaZ
cartonné	kaRtOne
cartonnée	kaRtOne
cartonnées	kaRtOne
cartonnés	kaRtOne
cartons	kaRtN
cartons-pâtes	kaRtNpat
cartouche	kaRtuS
cartouches	kaRtuS
cartouchière	kaRtuSjER
cartouchières	kaRtuSjER
cartésien	kaRtezje~
cartésienne	kaRtezjEn
cartésiennes	kaRtezjEn
cartésiens	kaRtezje~
carène	kaREn
carènent	kaREn
carènes	kaREn
caréna	kaRena
carénai	kaRene
carénaient	kaRenE
carénais	kaRenE
carénait	kaRenE
carénant	kaRenA
carénas	kaRena
carénasse	kaRenas
carénassent	kaRenas
carénasses	kaRenas
carénassiez	kaRenasje
carénassions	kaRenasjN
caréner	kaRene
carénera	kaRen@Ra
carénerai	kaRen@Re
caréneraient	kaRen@RE
carénerais	kaRen@RE
carénerait	kaRen@RE
caréneras	kaRen@Ra
carénerez	kaRen@Re
caréneriez	kaRen@Rje
carénerions	kaRen@RjN
carénerons	kaRen@RN
caréneront	kaRen@RN
carénez	kaRene
caréniez	kaRenje
carénions	kaRenjN
carénons	kaRenN
carénâmes	kaRenam
carénât	kaRena
carénâtes	kaRenat
carénèrent	kaRenER
caréné	kaRene
carénée	kaRene
carénées	kaRene
carénés	kaRene
carême	kaREm
carêmes	kaREm
cas	ka
casa	kaza
casai	kaze
casaient	kazE
casais	kazE
casait	kazE
casanier	kazanje
casaniers	kazanje
casanière	kazanjER
casanières	kazanjER
casant	kazA
casaque	kazak
casaques	kazak
casas	kaza
casasse	kazas
casassent	kazas
casasses	kazas
casassiez	kazasje
casassions	kazasjN
cascade	kaskad
cascades	kaskad
cascadeur	kaskad9R
cascadeurs	kaskad9R
cascadeuse	kaskad2z
cascadeuses	kaskad2z
case	kaz
casemate	kaz@mat
casemates	kaz@mat
casent	kaz
caser	kaze
casera	kaz@Ra
caserai	kaz@Re
caseraient	kaz@RE
caserais	kaz@RE
caserait	kaz@RE
caseras	kaz@Ra
caserez	kaz@Re
caseriez	kaz@Rje
caserions	kaz@RjN
caserne	kazERn
casernement	kazERn@mA
casernements	kazERn@mA
casernes	kazERn
caserons	kaz@RN
caseront	kaz@RN
cases	kaz
casez	kaze
cash-flow	kaSflo
casier	kazje
casiers	kazje
casiez	kazje
casino	kazino
casinos	kazino
casions	kazjN
casoar	kazoaR
casoars	kazoaR
casons	kazN
casque	kask
casques	kask
casquette	kaskEt
casquettes	kaskEt
cassa	kasa
cassai	kase
cassaient	kasE
cassais	kasE
cassait	kasE
cassant	kasA
cassante	kasAt
cassantes	kasAt
cassants	kasA
cassas	kasa
cassasse	kasas
cassassent	kasas
cassasses	kasas
cassassiez	kasasje
cassassions	kasasjN
cassation	kasasjN
cassations	kasasjN
casse	kas
casse-cou	kasku
casse-croûte	kaskRut
cassent	kas
casser	kase
cassera	kas@Ra
casserai	kas@Re
casseraient	kas@RE
casserais	kas@RE
casserait	kas@RE
casseras	kas@Ra
casserez	kas@Re
casseriez	kas@Rje
casserions	kas@RjN
casserole	kas@ROl
casseroles	kas@ROl
casserons	kas@RN
casseront	kas@RN
casses	kas
cassette	kasEt
cassettes	kasEt
casseur	kas9R
casseurs	kas9R
cassez	kase
cassiez	kasje
cassions	kasjN
cassis	kasis
cassonade	kasOnad
cassonades	kasOnad
cassons	kasN
cassoulet	kasulE
cassoulets	kasulE
cassure	kasyR
cassures	kasyR
cassâmes	kasam
cassât	kasa
cassâtes	kasat
cassèrent	kasER
cassé	kase
cassée	kase
cassées	kase
cassés	kase
castagnettes	kastanjEt
caste	kast
castes	kast
castor	kastOR
castors	kastOR
castra	kastRa
castrai	kastRe
castraient	kastRE
castrais	kastRE
castrait	kastRE
castrant	kastRA
castras	kastRa
castrasse	kastRas
castrassent	kastRas
castrasses	kastRas
castrassiez	kastRasje
castrassions	kastRasjN
castration	kastRasjN
castrations	kastRasjN
castre	kastR
castrent	kastR
castrer	kastRe
castrera	kastR@Ra
castrerai	kastR@Re
castreraient	kastR@RE
castrerais	kastR@RE
castrerait	kastR@RE
castreras	kastR@Ra
castrerez	kastR@Re
castreriez	kastR@Rje
castrerions	kastR@RjN
castrerons	kastR@RN
castreront	kastR@RN
castres	kastR
castrez	kastRe
castriez	kastRije
castrions	kastRijN
castrons	kastRN
castrâmes	kastRam
castrât	kastRa
castrâtes	kastRat
castrèrent	kastRER
castré	kastRe
castrée	kastRe
castrées	kastRe
castrés	kastRe
casuellement	kazHEl@mA
casâmes	kazam
casât	kaza
casâtes	kazat
casèrent	kazER
casé	kaze
casée	kaze
casées	kaze
casés	kaze
cataclysme	kataklism
cataclysmes	kataklism
catacombes	katakNb
catafalque	katafalk
catafalques	katafalk
catalan	katalA
catalane	katalan
catalanes	katalan
catalans	katalA
catalogua	katalOga
cataloguai	katalOge
cataloguaient	katalOgE
cataloguais	katalOgE
cataloguait	katalOgE
cataloguant	katalOgA
cataloguas	katalOga
cataloguasse	katalOgas
cataloguassent	katalOgas
cataloguasses	katalOgas
cataloguassiez	katalOgasje
cataloguassions	katalOgasjN
catalogue	katalOg
cataloguent	katalOg
cataloguer	katalOge
cataloguera	katalOg@Ra
cataloguerai	katalOg@Re
catalogueraient	katalOg@RE
cataloguerais	katalOg@RE
cataloguerait	katalOg@RE
catalogueras	katalOg@Ra
cataloguerez	katalOg@Re
catalogueriez	katalOg@Rje
cataloguerions	katalOg@RjN
cataloguerons	katalOg@RN
catalogueront	katalOg@RN
catalogues	katalOg
cataloguez	katalOge
cataloguiez	katalOgje
cataloguions	katalOgjN
cataloguons	katalOgN
cataloguâmes	katalOgam
cataloguât	katalOga
cataloguâtes	katalOgat
cataloguèrent	katalOgER
catalogué	katalOge
cataloguée	katalOge
cataloguées	katalOge
catalogués	katalOge
catalysa	kataliza
catalysai	katalize
catalysaient	katalizE
catalysais	katalizE
catalysait	katalizE
catalysant	katalizA
catalysas	kataliza
catalysasse	katalizas
catalysassent	katalizas
catalysasses	katalizas
catalysassiez	katalizasje
catalysassions	katalizasjN
catalyse	kataliz
catalysent	kataliz
catalyser	katalize
catalysera	kataliz@Ra
catalyserai	kataliz@Re
catalyseraient	kataliz@RE
catalyserais	kataliz@RE
catalyserait	kataliz@RE
catalyseras	kataliz@Ra
catalyserez	kataliz@Re
catalyseriez	kataliz@Rje
catalyserions	kataliz@RjN
catalyserons	kataliz@RN
catalyseront	kataliz@RN
catalyses	kataliz
catalyseur	kataliz9R
catalyseurs	kataliz9R
catalysez	katalize
catalysiez	katalizje
catalysions	katalizjN
catalysons	katalizN
catalysâmes	katalizam
catalysât	kataliza
catalysâtes	katalizat
catalysèrent	katalizER
catalysé	katalize
catalysée	katalize
catalysées	katalize
catalysés	katalize
catamaran	katamaRA
catamarans	katamaRA
cataphote	katafOt
cataphotes	katafOt
cataplasme	kataplasm
cataplasmes	kataplasm
catapulta	katapylta
catapultai	katapylte
catapultaient	katapyltE
catapultais	katapyltE
catapultait	katapyltE
catapultant	katapyltA
catapultas	katapylta
catapultasse	katapyltas
catapultassent	katapyltas
catapultasses	katapyltas
catapultassiez	katapyltasje
catapultassions	katapyltasjN
catapulte	katapylt
catapultent	katapylt
catapulter	katapylte
catapultera	katapylt@Ra
catapulterai	katapylt@Re
catapulteraient	katapylt@RE
catapulterais	katapylt@RE
catapulterait	katapylt@RE
catapulteras	katapylt@Ra
catapulterez	katapylt@Re
catapulteriez	katapylt@Rje
catapulterions	katapylt@RjN
catapulterons	katapylt@RN
catapulteront	katapylt@RN
catapultes	katapylt
catapultez	katapylte
catapultiez	katapyltje
catapultions	katapyltjN
catapultons	katapyltN
catapultâmes	katapyltam
catapultât	katapylta
catapultâtes	katapyltat
catapultèrent	katapyltER
catapulté	katapylte
catapultée	katapylte
catapultées	katapylte
catapultés	katapylte
cataracte	kataRakt
cataractes	kataRakt
catarrhe	kataR
catarrhes	kataR
catastrophe	katastROf
catastrophes	katastROf
